ID,Назва,Бренд,Місто,Область,Адреса,Координати,Послуги,График,Мийка,Кафе,Магазин,Типи_палива,Електрозарядка
1161,"WOG #1162","WOG","Рівне","Рівненська","вул. Шевченка, 142, Рівне","49.092381, 22.771010","шиномонтаж","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1500,"УКРНАФТА #1501","УКРНАФТА","Бахмач","Чернігівська","вул. Шевченка, 158, Бахмач","50.711184, 31.079444","кафе, шиномонтаж","24/7",Так,Так,Так,"А-95, ДП, А-98",Ні
1519,"WOG #1520","WOG","Новодністровськ","Чернівецька","пр. Незалежності, 36, Новодністровськ","48.423373, 26.939724","мийка","06:00-22:00",Ні,Так,Так,"А-95, ДП, А-98",Ні
536,"Shell #537","Shell","Стрий","Львівська","пр. Миру, 94, Стрий","50.066513, 23.991317","кафе, шиномонтаж","07:00-23:00",Ні,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1,"WOG #002","WOG","Васильків","Київська","вул. Франка, 81, Васильків","50.757551, 30.249282","кафе, магазин","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП, А-98",Так
555,"OKKO #556","OKKO","Борислав","Львівська","пр. Миру, 62, Борислав","49.202088, 23.711484","кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Так
777,"WOG #778","WOG","Тульчин","Вінницька","пр. Миру, 168, Тульчин","49.094353, 28.936857","мийка, кафе","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП",Так
741,"УКРНАФТА #742","УКРНАФТА","Костянтинівка","Донецька","пр. Незалежності, 185, Костянтинівка","47.822243, 38.951974","кафе, шиномонтаж","24/7",Ні,Так,Ні,"А-95, А-92, ДП",Ні
738,"WOG #739","WOG","Бахмут","Донецька","вул. Франка, 65, Бахмут","47.110549, 38.687194","шиномонтаж","24/7",Ні,Ні,Так,"А-95, ДП, А-98",Ні
1270,"OKKO #1271","OKKO","Луцьк","Волинська","вул. Франка, 165, Луцьк","49.842769, 26.333867","мийка, магазин","07:00-23:00",Ні,Так,Так,"А-95, ДП",Так
1124,"WOG #1125","WOG","Кам'янець-Подільський","Хмельницька","вул. Центральна, 22, Кам'янець-Подільський","48.571834, 32.253896","магазин, шиномонтаж","06:00-22:00",Так,Так,Так,"А-95, А-92, ДП",Ні
751,"WOG #752","WOG","Костянтинівка","Донецька","вул. Центральна, 11, Костянтинівка","48.363252, 37.984261","мийка, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1407,"OKKO #1408","OKKO","Генічеськ","Херсонська","пр. Миру, 79, Генічеськ","49.472222, 38.163041","мийка, кафе, магазин","07:00-23:00",Ні,Так,Ні,"А-95, А-92, ДП",Так
1530,"Shell #1531","Shell","Заставна","Чернівецька","вул. Шевченка, 74, Заставна","49.756009, 39.076675","мийка, кафе, магазин, шиномонтаж","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП",Так
1418,"ANP #1419","ANP","Хуст","Закарпатська","вул. Шевченка, 167, Хуст","48.592984, 29.861423","мийка, магазин","24/7",Так,Ні,Так,"А-95, ДП, А-98",Ні
1506,"WOG #1507","WOG","Чернівці","Чернівецька","вул. Центральна, 37, Чернівці","50.325737, 34.556526","мийка, кафе, магазин","06:00-22:00",Так,Ні,Ні,"А-95, А-92, ДП",Ні
610,"OKKO #611","OKKO","Червоноград","Львівська","пр. Миру, 175, Червоноград","49.603703, 23.122693","мийка, магазин","06:00-22:00",Ні,Ні,Ні,"А-95, А-92, ДП, А-98",Ні
896,"OKKO #897","OKKO","Гадяч","Полтавська","пр. Незалежності, 146, Гадяч","48.756132, 30.952706","кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Ні
27,"КЛО #028","КЛО","Бровари","Київська","вул. Центральна, 114, Бровари","50.546501, 30.671596","мийка, кафе, магазин, шиномонтаж","07:00-23:00",Так,Так,Ні,"А-95, А-92, ДП",Ні
1255,"УКРНАФТА #1256","УКРНАФТА","Тернопіль","Тернопільська","вул. Франка, 58, Тернопіль","49.333989, 24.408609","","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП, Газ",Ні
101,"Shell #102","Shell","Васильків","Київська","вул. Центральна, 21, Васильків","50.294497, 30.267456","магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92",Ні
807,"OKKO #808","OKKO","Могилів-Подільський","Вінницька","пр. Незалежності, 178, Могилів-Подільський","49.765453, 27.680550","магазин","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП",Ні
1376,"УКРНАФТА #1377","УКРНАФТА","Скадовськ","Херсонська","вул. Центральна, 93, Скадовськ","49.335921, 23.555746","мийка, кафе","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
919,"УКРНАФТА #920","УКРНАФТА","Золотоноша","Черкаська","вул. Франка, 191, Золотоноша","49.277774, 34.749201","мийка, кафе, магазин","06:00-22:00",Так,Так,Так,"А-95, А-92, ДП, А-98, Газ",Ні
338,"WOG #339","WOG","Чорноморськ","Одеська","вул. Франка, 76, Чорноморськ","46.665847, 29.680516","кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Ні
958,"OKKO #959","OKKO","Звенигородка","Черкаська","вул. Центральна, 74, Звенигородка","49.153299, 27.811322","мийка, магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
1061,"WOG #1062","WOG","Малин","Житомирська","пр. Миру, 173, Малин","48.955888, 32.914550","магазин, шиномонтаж","06:00-22:00",Так,Так,Ні,"А-95, А-92, ДП",Ні
1503,"OKKO #1504","OKKO","Прилуки","Чернігівська","пр. Миру, 51, Прилуки","49.507272, 31.009161","магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1210,"УКРНАФТА #1211","УКРНАФТА","Долина","Івано-Франківська","вул. Франка, 14, Долина","48.463828, 31.928574","кафе, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
968,"OKKO #969","OKKO","Звенигородка","Черкаська","пр. Миру, 166, Звенигородка","49.861887, 23.381512","магазин","05:00-21:00",Ні,Так,Ні,"А-95, А-92, ДП",Так
193,"UPG #194","UPG","Харків","Харківська","вул. Франка, 64, Харків","50.042414, 37.179478","мийка, кафе","24/7",Так,Так,Так,"А-95",Ні
252,"УКРНАФТА #253","УКРНАФТА","Лозова","Харківська","вул. Франка, 63, Лозова","50.467479, 37.179855","магазин","24/7",Так,Так,Ні,"А-95, А-92, ДП",Ні
1396,"АВІАС #1397","АВІАС","Херсон","Херсонська","пр. Миру, 138, Херсон","49.402768, 35.758589","мийка, кафе, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
666,"УКРНАФТА #667","УКРНАФТА","Бердянськ","Запорізька","вул. Шевченка, 122, Бердянськ","47.148141, 36.680873","мийка, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
151,"УКРНАФТА #152","УКРНАФТА","Васильків","Київська","пр. Миру, 157, Васильків","50.746955, 29.909481","кафе, магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
246,"WOG #247","WOG","Лозова","Харківська","вул. Франка, 58, Лозова","50.109393, 36.861279","кафе, магазин","07:00-23:00",Так,Так,Ні,"А-95, А-92, ДП",Ні
93,"УКРНАФТА #094","УКРНАФТА","Обухів","Київська","вул. Центральна, 38, Обухів","50.703168, 30.485479","магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1363,"OKKO #1364","OKKO","Первомайськ","Миколаївська","вул. Франка, 60, Первомайськ","49.694421, 26.849770","кафе, магазин, шиномонтаж","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
267,"WOG #268","WOG","Первомайський","Харківська","вул. Центральна, 28, Первомайський","49.736520, 36.428873","магазин","24/7",Ні,Ні,Так,"А-95, ДП, А-98",Так
619,"УКРНАФТА #620","УКРНАФТА","Самбір","Львівська","пр. Незалежності, 134, Самбір","49.204816, 24.462443","мийка, кафе, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
60,"OKKO #061","OKKO","Фастів","Київська","пр. Незалежності, 71, Фастів","50.219251, 31.090450","мийка, кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
934,"БРСМ #935","БРСМ","Умань","Черкаська","вул. Центральна, 115, Умань","49.168070, 24.107268","мийка, кафе, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
339,"WOG #340","WOG","Южне","Одеська","пр. Незалежності, 43, Южне","46.416917, 29.333529","магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
1284,"OKKO #1285","OKKO","Луцьк","Волинська","вул. Центральна, 137, Луцьк","50.360857, 32.969495","мийка, кафе, магазин","24/7",Ні,Ні,Ні,"А-95, А-92, ДП, А-98",Ні
274,"UPG #275","UPG","Куп'янськ","Харківська","пр. Незалежності, 132, Куп'янськ","50.240427, 37.398596","кафе, магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
851,"OKKO #852","OKKO","Кременчук","Полтавська","вул. Центральна, 39, Кременчук","48.564805, 29.719077","кафе, шиномонтаж","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
615,"OKKO #616","OKKO","Дрогобич","Львівська","пр. Миру, 125, Дрогобич","49.509051, 23.301088","мийка, кафе, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Так
1100,"OKKO #1101","OKKO","Хмельницький","Хмельницька","пр. Незалежності, 108, Хмельницький","48.024507, 23.759397","кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
455,"Shell #456","Shell","Дніпро","Дніпропетровська","пр. Незалежності, 103, Дніпро","47.735994, 34.411008","мийка, кафе, магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП",Так
999,"WOG #1000","WOG","Конотоп","Сумська","пр. Миру, 77, Конотоп","50.934291, 36.274764","мийка, магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
768,"Shell #769","Shell","Бахмут","Донецька","пр. Миру, 113, Бахмут","48.548910, 38.429446","кафе, магазин, шиномонтаж","05:00-21:00",Ні,Ні,Ні,"А-95, А-92, ДП, А-98",Ні
586,"АВІАС #587","АВІАС","Червоноград","Львівська","пр. Миру, 97, Червоноград","49.422495, 24.270850","кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
1020,"WOG #1021","WOG","Суми","Сумська","пр. Незалежності, 125, Суми","48.260582, 27.139402","мийка, магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП, А-98, Газ",Ні
1233,"OKKO #1234","OKKO","Тернопіль","Тернопільська","пр. Незалежності, 6, Тернопіль","50.374068, 35.660134","магазин","06:00-22:00",Ні,Так,Ні,"А-95, А-92, ДП",Ні
445,"УКРНАФТА #446","УКРНАФТА","Жовті Води","Дніпропетровська","вул. Франка, 122, Жовті Води","48.073210, 36.263164","магазин","05:00-21:00",Ні,Ні,Так,"А-95, ДП, А-98",Ні
1346,"УКРНАФТА #1347","УКРНАФТА","Миколаїв","Миколаївська","вул. Центральна, 84, Миколаїв","48.631365, 30.316393","кафе","07:00-23:00",Ні,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1167,"КЛО #1168","КЛО","Здолбунів","Рівненська","пр. Миру, 97, Здолбунів","48.066247, 38.671722","кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, ДП",Так
474,"Shell #475","Shell","Дніпро","Дніпропетровська","вул. Франка, 179, Дніпро","47.695964, 34.951522","","05:00-21:00",Так,Ні,Ні,"А-95, ДП",Ні
752,"SOCAR #753","SOCAR","Слов'янськ","Донецька","пр. Незалежності, 161, Слов'янськ","48.078368, 38.109817","кафе, магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1247,"Shell #1248","Shell","Бучач","Тернопільська","вул. Франка, 186, Бучач","49.204120, 30.242456","магазин","05:00-21:00",Ні,Так,Ні,"А-95, ДП, А-98",Ні
1574,"УКРНАФТА #1575","УКРНАФТА","Знам'янка","Кіровоградська","вул. Шевченка, 52, Знам'янка","48.032725, 31.994477","магазин","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
116,"АВІАС #117","АВІАС","Фастів","Київська","пр. Миру, 2, Фастів","50.444406, 30.796999","мийка, кафе","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Так
719,"OKKO #720","OKKO","Покровськ","Донецька","пр. Незалежності, 171, Покровськ","48.034436, 37.524341","мийка","24/7",Так,Ні,Так,"А-95, А-92, ДП, А-98",Так
566,"УКРНАФТА #567","УКРНАФТА","Львів","Львівська","вул. Франка, 94, Львів","49.478673, 23.014504","магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
1494,"БРСМ #1495","БРСМ","Ніжин","Чернігівська","пр. Миру, 145, Ніжин","49.574318, 37.681086","","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
940,"Shell #941","Shell","Звенигородка","Черкаська","вул. Центральна, 117, Звенигородка","49.785278, 35.116334","магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
1482,"OKKO #1483","OKKO","Прилуки","Чернігівська","вул. Центральна, 130, Прилуки","48.789152, 36.684187","кафе, магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
929,"WOG #930","WOG","Сміла","Черкаська","вул. Центральна, 59, Сміла","49.472171, 33.354828","мийка, магазин","24/7",Так,Так,Так,"А-95, ДП",Ні
52,"Shell #053","Shell","Фастів","Київська","пр. Миру, 126, Фастів","50.417117, 30.678669","мийка, шиномонтаж","06:00-22:00",Ні,Так,Так,"А-95, А-92",Ні
94,"Shell #095","Shell","Обухів","Київська","вул. Центральна, 177, Обухів","50.531092, 31.452683","мийка, шиномонтаж","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
583,"УКРНАФТА #584","УКРНАФТА","Самбір","Львівська","пр. Миру, 198, Самбір","49.821572, 22.939373","кафе, шиномонтаж","06:00-22:00",Так,Так,Так,"А-95, А-92, ДП",Ні
212,"БРСМ #213","БРСМ","Куп'янськ","Харківська","вул. Центральна, 189, Куп'янськ","49.204137, 37.522430","магазин, шиномонтаж","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Так
58,"OKKO #059","OKKO","Обухів","Київська","вул. Франка, 33, Обухів","50.224667, 30.766121","мийка, магазин","05:00-21:00",Так,Так,Ні,"А-95, А-92, ДП",Ні
70,"UPG #071","UPG","Бровари","Київська","вул. Франка, 130, Бровари","50.572778, 29.931375","мийка, магазин, шиномонтаж","07:00-23:00",Так,Так,Так,"А-95, ДП, А-98",Ні
1531,"WOG #1532","WOG","Чернівці","Чернівецька","вул. Шевченка, 4, Чернівці","50.142781, 33.324190","кафе","24/7",Так,Так,Ні,"А-95, А-92, ДП, Газ",Ні
210,"ANP #211","ANP","Лозова","Харківська","пр. Незалежності, 7, Лозова","50.137592, 35.851195","магазин","24/7",Так,Ні,Так,"А-95",Так
1476,"Shell #1477","Shell","Ніжин","Чернігівська","вул. Франка, 46, Ніжин","50.626907, 27.846919","кафе, магазин, шиномонтаж","05:00-21:00",Так,Ні,Так,"А-95, А-92, А-98",Ні
282,"УКРНАФТА #283","УКРНАФТА","Куп'янськ","Харківська","вул. Франка, 199, Куп'янськ","50.117872, 37.754480","шиномонтаж","06:00-22:00",Ні,Так,Так,"А-95, А-98",Так
1353,"OKKO #1354","OKKO","Снігурівка","Миколаївська","вул. Центральна, 192, Снігурівка","48.551918, 29.466383","мийка, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
1185,"WOG #1186","WOG","Івано-Франківськ","Івано-Франківська","пр. Незалежності, 167, Івано-Франківськ","50.225281, 34.660209","мийка, магазин","24/7",Ні,Так,Так,"А-95, ДП",Ні
1134,"WOG #1135","WOG","Костопіль","Рівненська","пр. Миру, 200, Костопіль","49.348446, 30.939987","кафе, магазин","05:00-21:00",Ні,Так,Так,"А-95, А-92, ДП, Газ",Так
1293,"WOG #1294","WOG","Ківерці","Волинська","вул. Франка, 91, Ківерці","49.779593, 24.228450","кафе, магазин","24/7",Ні,Так,Так,"А-95",Так
471,"OKKO #472","OKKO","Новомосковськ","Дніпропетровська","пр. Незалежності, 47, Новомосковськ","48.566686, 35.852046","мийка, кафе, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП",Так
1258,"OKKO #1259","OKKO","Тернопіль","Тернопільська","пр. Незалежності, 133, Тернопіль","50.954097, 29.741517","шиномонтаж","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Ні
121,"UPG #122","UPG","Васильків","Київська","вул. Шевченка, 190, Васильків","50.215425, 30.825631","магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
1366,"OKKO #1367","OKKO","Нова Каховка","Херсонська","вул. Франка, 3, Нова Каховка","48.744886, 38.049553","мийка","06:00-22:00",Так,Ні,Так,"А-95, А-92",Так
40,"УКРНАФТА #041","УКРНАФТА","Київ","Київська","вул. Шевченка, 2, Київ","50.489290, 29.975222","кафе, магазин, шиномонтаж","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП, Газ",Ні
1457,"OKKO #1458","OKKO","Ужгород","Закарпатська","вул. Франка, 61, Ужгород","49.327591, 22.865114","мийка, магазин","05:00-21:00",Так,Ні,Так,"А-95, ДП",Так
18,"OKKO #019","OKKO","Ірпінь","Київська","пр. Незалежності, 190, Ірпінь","50.355244, 31.401967","мийка, кафе, магазин","07:00-23:00",Ні,Так,Ні,"А-95, А-92, ДП",Ні
68,"OKKO #069","OKKO","Бровари","Київська","пр. Незалежності, 191, Бровари","50.455820, 30.642908","магазин","24/7",Так,Так,Ні,"А-95, ДП, Газ",Ні
115,"WOG #116","WOG","Ірпінь","Київська","пр. Незалежності, 176, Ірпінь","50.773485, 30.776629","кафе, магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1319,"Shell #1320","Shell","Южноукраїнськ","Миколаївська","вул. Центральна, 195, Южноукраїнськ","50.618412, 32.827972","мийка, кафе, магазин","24/7",Ні,Ні,Так,"А-95, А-92, ДП",Ні
132,"WOG #133","WOG","Обухів","Київська","вул. Франка, 39, Обухів","50.566252, 29.507215","мийка, магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1368,"WOG #1369","WOG","Херсон","Херсонська","вул. Центральна, 56, Херсон","49.446134, 24.561965","мийка, магазин","24/7",Ні,Ні,Так,"А-95, А-92, ДП",Ні
1515,"OKKO #1516","OKKO","Вижниця","Чернівецька","вул. Франка, 194, Вижниця","50.344744, 38.707209","магазин","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
1372,"WOG #1373","WOG","Херсон","Херсонська","пр. Миру, 153, Херсон","48.551919, 38.191657","магазин, шиномонтаж","24/7",Ні,Так,Так,"А-95, ДП",Так
1062,"Shell #1063","Shell","Бердичів","Житомирська","вул. Франка, 26, Бердичів","50.046126, 25.917170","","24/7",Ні,Так,Так,"А-95, А-92",Ні
1493,"УКРНАФТА #1494","УКРНАФТА","Чернігів","Чернігівська","вул. Шевченка, 116, Чернігів","49.742511, 37.851075","мийка, кафе, магазин, шиномонтаж","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1393,"OKKO #1394","OKKO","Херсон","Херсонська","пр. Незалежності, 28, Херсон","49.570490, 32.272037","мийка, кафе, магазин, шиномонтаж","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
1030,"Shell #1031","Shell","Глухів","Сумська","вул. Шевченка, 29, Глухів","48.810716, 37.101441","кафе, магазин","06:00-22:00",Ні,Так,Ні,"А-95, А-92, ДП",Ні
633,"OKKO #634","OKKO","Енергодар","Запорізька","пр. Незалежності, 31, Енергодар","47.720179, 34.224810","магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
527,"Shell #528","Shell","Трускавець","Львівська","вул. Франка, 143, Трускавець","49.224973, 24.533121","магазин","24/7",Ні,Так,Так,"А-95, ДП, Газ",Ні
1282,"Shell #1283","Shell","Ківерці","Волинська","пр. Незалежності, 115, Ківерці","50.466402, 31.526468","магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
291,"WOG #292","WOG","Балаклія","Харківська","вул. Шевченка, 128, Балаклія","49.510136, 35.835852","мийка, кафе, магазин","24/7",Так,Так,Так,"А-95, ДП, А-98",Ні
1537,"WOG #1538","WOG","Кіцмань","Чернівецька","вул. Центральна, 175, Кіцмань","50.735820, 24.846519","магазин","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
194,"UPG #195","UPG","Лозова","Харківська","пр. Миру, 67, Лозова","49.838524, 37.593202","","05:00-21:00",Так,Так,Так,"А-95, А-92, А-98",Ні
535,"OKKO #536","OKKO","Стрий","Львівська","вул. Франка, 81, Стрий","49.450901, 24.937470","мийка, магазин","07:00-23:00",Ні,Ні,Так,"А-95, ДП",Ні
1060,"УКРНАФТА #1061","УКРНАФТА","Малин","Житомирська","пр. Миру, 113, Малин","49.799653, 37.647882","кафе, магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
835,"WOG #836","WOG","Жмеринка","Вінницька","вул. Шевченка, 55, Жмеринка","48.633087, 27.961923","магазин","24/7",Так,Ні,Так,"А-95, ДП",Ні
850,"WOG #851","WOG","Жмеринка","Вінницька","пр. Незалежності, 149, Жмеринка","49.261173, 28.994002","магазин","07:00-23:00",Так,Так,Так,"А-95, Газ",Ні
180,"УКРНАФТА #181","УКРНАФТА","Фастів","Київська","пр. Миру, 17, Фастів","50.537999, 30.540381","магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, ДП",Ні
325,"OKKO #326","OKKO","Чорноморськ","Одеська","вул. Франка, 124, Чорноморськ","45.588960, 28.178340","магазин","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
641,"Shell #642","Shell","Мелітополь","Запорізька","вул. Франка, 137, Мелітополь","46.976741, 35.106841","магазин","24/7",Так,Так,Так,"А-95, ДП, А-98",Ні
843,"Shell #844","Shell","Вінниця","Вінницька","вул. Франка, 186, Вінниця","49.328883, 28.978309","кафе","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
1424,"OKKO #1425","OKKO","Ужгород","Закарпатська","вул. Франка, 21, Ужгород","48.986074, 22.371328","магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1564,"OKKO #1565","OKKO","Знам'янка","Кіровоградська","вул. Шевченка, 32, Знам'янка","48.685278, 28.175235","магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Так
1289,"WOG #1290","WOG","Луцьк","Волинська","вул. Шевченка, 71, Луцьк","50.873869, 26.869497","кафе","07:00-23:00",Так,Ні,Ні,"А-95, А-92, ДП",Ні
1538,"WOG #1539","WOG","Заставна","Чернівецька","вул. Центральна, 160, Заставна","50.034054, 33.177881","магазин","24/7",Так,Ні,Ні,"А-95, А-92, ДП, А-98, Газ",Ні
1095,"УКРНАФТА #1096","УКРНАФТА","Хмельницький","Хмельницька","вул. Франка, 169, Хмельницький","50.618207, 36.572383","магазин","24/7",Ні,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1339,"АВІАС #1340","АВІАС","Миколаїв","Миколаївська","вул. Шевченка, 186, Миколаїв","48.869070, 27.402501","мийка, магазин","07:00-23:00",Так,Так,Так,"А-95, ДП, А-98",Ні
1295,"WOG #1296","WOG","Ковель","Волинська","пр. Незалежності, 22, Ковель","49.242721, 22.319263","кафе","24/7",Ні,Ні,Так,"А-95, ДП, А-98",Ні
1177,"UPG #1178","UPG","Долина","Івано-Франківська","пр. Незалежності, 77, Долина","50.169681, 29.769097","","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП, А-98, Газ",Ні
1575,"WOG #1576","WOG","Олександрія","Кіровоградська","вул. Шевченка, 8, Олександрія","48.180522, 36.030523","кафе, магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП, А-98",Ні
327,"АВІАС #328","АВІАС","Білгород-Дністровський","Одеська","пр. Незалежності, 14, Білгород-Дністровський","47.315919, 28.415907","мийка, кафе, магазин","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП, Газ",Так
255,"OKKO #256","OKKO","Первомайський","Харківська","пр. Миру, 88, Первомайський","50.258604, 36.662369","мийка, кафе","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
1046,"УКРНАФТА #1047","УКРНАФТА","Бердичів","Житомирська","вул. Франка, 161, Бердичів","48.767878, 35.875420","кафе, магазин","07:00-23:00",Так,Ні,Ні,"А-95, ДП",Ні
611,"WOG #612","WOG","Львів","Львівська","вул. Франка, 23, Львів","50.094033, 24.404572","магазин, шиномонтаж","24/7",Ні,Так,Так,"А-95, А-92",Ні
1200,"WOG #1201","WOG","Коломия","Івано-Франківська","вул. Франка, 199, Коломия","49.490113, 25.516305","кафе, магазин, шиномонтаж","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП",Ні
158,"OKKO #159","OKKO","Фастів","Київська","вул. Франка, 160, Фастів","50.060922, 30.232651","мийка, кафе, магазин","07:00-23:00",Так,Так,Ні,"А-95, ДП",Ні
1047,"УКРНАФТА #1048","УКРНАФТА","Коростень","Житомирська","пр. Незалежності, 187, Коростень","49.679418, 25.393959","мийка, шиномонтаж","24/7",Так,Ні,Так,"А-95, А-92, ДП",Так
964,"WOG #965","WOG","Черкаси","Черкаська","пр. Миру, 187, Черкаси","49.496085, 31.624406","мийка, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
86,"WOG #087","WOG","Бровари","Київська","пр. Миру, 140, Бровари","50.523701, 31.204403","кафе, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП",Так
34,"WOG #035","WOG","Фастів","Київська","пр. Незалежності, 80, Фастів","50.459860, 31.170969","кафе, шиномонтаж","06:00-22:00",Ні,Ні,Так,"А-95, А-92, ДП",Так
404,"WOG #405","WOG","Одеса","Одеська","вул. Шевченка, 190, Одеса","45.749806, 28.536495","магазин, шиномонтаж","07:00-23:00",Ні,Так,Так,"А-95, ДП",Ні
865,"УКРНАФТА #866","УКРНАФТА","Миргород","Полтавська","пр. Незалежності, 111, Миргород","48.906771, 37.961448","мийка, магазин","06:00-22:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
1265,"WOG #1266","WOG","Бучач","Тернопільська","пр. Миру, 16, Бучач","48.012686, 36.348533","","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
130,"WOG #131","WOG","Фастів","Київська","вул. Центральна, 151, Фастів","50.150543, 31.038991","мийка","24/7",Ні,Ні,Так,"А-95, А-92, ДП",Ні
933,"WOG #934","WOG","Черкаси","Черкаська","вул. Франка, 125, Черкаси","48.078488, 35.510307","магазин, шиномонтаж","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП, Газ",Так
288,"OKKO #289","OKKO","Харків","Харківська","пр. Незалежності, 127, Харків","50.217684, 36.372211","мийка, магазин","06:00-22:00",Так,Ні,Ні,"А-95, ДП",Ні
1539,"АВІАС #1540","АВІАС","Вижниця","Чернівецька","вул. Центральна, 55, Вижниця","48.959074, 23.487133","магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
875,"WOG #876","WOG","Комсомольськ","Полтавська","вул. Центральна, 60, Комсомольськ","50.026444, 24.341019","мийка","24/7",Так,Так,Так,"А-95, А-92, ДП, Газ",Ні
725,"ANP #726","ANP","Костянтинівка","Донецька","пр. Миру, 181, Костянтинівка","48.871806, 38.090396","магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
